Formula,PG,First,SG1,Second,SG2
Tc2P3,2/m,Tc,P63/mmc,P,P-1
Tc3Pd,6/mmm,Tc,P63/mmc,Pd,Fm-3m
Tc3Pt,6/mmm,Tc,P63/mmc,Pt,Fm-3m
TcPt3,4/mmm,Tc,P63/mmc,Pt,Fm-3m
TcRu3,6/mmm,Tc,P63/mmc,Ru,P63/mmc
TcS2,-1,Tc,P63/mmc,S,Fddd
RuC,-3m,Ru,P63/mmc,C,P63/mmc
RuC,-43m,Ru,P63/mmc,C,P63/mmc
RuC,-6m2,Ru,P63/mmc,C,P63/mmc
RuC,m-3m,Ru,P63/mmc,C,P63/mmc
RuF6,m-3m,Ru,P63/mmc,F,C12/c1
RuI,6mm,Ru,P63/mmc,I,Cmca
Ru3I,m-3m,Ru,P63/mmc,I,Cmca
RuN,-43m,Ru,P63/mmc,N,P63/mmc
RuN2,mmm,Ru,P63/mmc,N,P63/mmc
RuN,m-3m,Ru,P63/mmc,N,P63/mmc
RuO2,4/mmm,Ru,P63/mmc,O,C12/m1
RuO2,m-3m,Ru,P63/mmc,O,C12/m1
RuRh3,6/mmm,Ru,P63/mmc,Rh,Fm-3m
RuRh3,m-3m,Ru,P63/mmc,Rh,Fm-3m
RuS2,m-3,Ru,P63/mmc,S,Fddd
RuSe2,m-3,Ru,P63/mmc,Se,P121/c1
Ru3W,6/mmm,Ru,P63/mmc,W,Im-3m
RhC,-43m,Rh,Fm-3m,C,P63/mmc
RhC,m-3m,Rh,Fm-3m,C,P63/mmc
RhCl2,4/mmm,Rh,Fm-3m,Cl,Cmca
RhF3,-3m,Rh,Fm-3m,F,C12/c1
RhI2,4/mmm,Rh,Fm-3m,I,Cmca
RhN2,mmm,Rh,Fm-3m,N,P63/mmc
RhN2,2/m,Rh,Fm-3m,N,P63/mmc
RhN,-43m,Rh,Fm-3m,N,P63/mmc
RhN3,m-3,Rh,Fm-3m,N,P63/mmc
RhN,6/mmm,Rh,Fm-3m,N,P63/mmc
RhN,m-3m,Rh,Fm-3m,N,P63/mmc
RhO2,4/mmm,Rh,Fm-3m,O,C12/m1
Rh2O3,mmm,Rh,Fm-3m,O,C12/m1
RhPb2,4/mmm,Rh,Fm-3m,Pb,Fm-3m
Rh3Se8,-3,Rh,Fm-3m,Se,P121/c1
RhSe,6/mmm,Rh,Fm-3m,Se,P121/c1
Rh3Se,6/mmm,Rh,Fm-3m,Se,P121/c1
Rh3W,6/mmm,Rh,Fm-3m,W,Im-3m
Pd3Au,m-3m,Pd,Fm-3m,Au,Fm-3m
PdAu3,m-3m,Pd,Fm-3m,Au,Fm-3m
PdC,-43m,Pd,Fm-3m,C,P63/mmc
PdC,m-3m,Pd,Fm-3m,C,P63/mmc
PdCl2,mmm,Pd,Fm-3m,Cl,Cmca
PdF3,-3m,Pd,Fm-3m,F,C12/c1
PdF4,mm2,Pd,Fm-3m,F,C12/c1
PdF2,4/mmm,Pd,Fm-3m,F,C12/c1
PdF3,32,Pd,Fm-3m,F,C12/c1
PdF2,m-3,Pd,Fm-3m,F,C12/c1
PdI2,2/m,Pd,Fm-3m,I,Cmca
PdI2,mmm,Pd,Fm-3m,I,Cmca
Pd3N,m-3m,Pd,Fm-3m,N,P63/mmc
PdN,-43m,Pd,Fm-3m,N,P63/mmc
PdN,6/mmm,Pd,Fm-3m,N,P63/mmc
PdN,m-3m,Pd,Fm-3m,N,P63/mmc
Pd3N,m-3m,Pd,Fm-3m,N,P63/mmc
Pd3N,m-3m,Pd,Fm-3m,N,P63/mmc
PdN,m-3m,Pd,Fm-3m,N,P63/mmc
PdN2,m-3m,Pd,Fm-3m,N,P63/mmc
PdO,4/mmm,Pd,Fm-3m,O,C12/m1
Pd2O,m-3m,Pd,Fm-3m,O,C12/m1
PdO2,m-3m,Pd,Fm-3m,O,C12/m1
PdO,m-3m,Pd,Fm-3m,O,C12/m1
PdO,m-3m,Pd,Fm-3m,O,C12/m1
Pd3Pb,m-3m,Pd,Fm-3m,Pb,Fm-3m
PdPb2,4/mmm,Pd,Fm-3m,Pb,Fm-3m
Pd4S,-42m,Pd,Fm-3m,S,Fddd
Pd3S,mmm,Pd,Fm-3m,S,Fddd
PdS2,mmm,Pd,Fm-3m,S,Fddd
Pd17Se15,m-3m,Pd,Fm-3m,Se,P121/c1
PdSe2,mmm,Pd,Fm-3m,Se,P121/c1
Pd4Se,-42m,Pd,Fm-3m,Se,P121/c1
AgAu3,m-3m,Ag,Fm-3m,Au,Fm-3m
AgAu3,6/mmm,Ag,Fm-3m,Au,Fm-3m
AgB2,6/mmm,Ag,Fm-3m,B,R-3m
AgBr,-43m,Ag,Fm-3m,Br,Cmca
AgBr,m-3m,Ag,Fm-3m,Br,Cmca
AgBr,2/m,Ag,Fm-3m,Br,Cmca
AgC,m-3m,Ag,Fm-3m,C,P63/mmc
AgC,-43m,Ag,Fm-3m,C,P63/mmc
AgCl,m-3m,Ag,Fm-3m,Cl,Cmca
AgCl,2/m,Ag,Fm-3m,Cl,Cmca
Ag2F,-3m,Ag,Fm-3m,F,C12/c1
AgF,m-3m,Ag,Fm-3m,F,C12/c1
AgF2,mmm,Ag,Fm-3m,F,C12/c1
Ag3Ge,m-3m,Ag,Fm-3m,Ge,Fm-3m
Ag3Ge,m-3m,Ag,Fm-3m,Ge,Fm-3m
Ag3Hg,m-3m,Ag,Fm-3m,Hg,R-3m
AgI,-43m,Ag,Fm-3m,I,Cmca
AgI,6mm,Ag,Fm-3m,I,Cmca
AgI,-42m,Ag,Fm-3m,I,Cmca
AgI,4/mmm,Ag,Fm-3m,I,Cmca
AgI,m-3m,Ag,Fm-3m,I,Cmca
AgI,m-3m,Ag,Fm-3m,I,Cmca
AgN3,mmm,Ag,Fm-3m,N,P63/mmc
Ag3N,4/mmm,Ag,Fm-3m,N,P63/mmc
AgN,6/mmm,Ag,Fm-3m,N,P63/mmc
AgN,-43m,Ag,Fm-3m,N,P63/mmc
AgN,m-3m,Ag,Fm-3m,N,P63/mmc
Ag2O,m-3m,Ag,Fm-3m,O,C12/m1
AgO,mmm,Ag,Fm-3m,O,C12/m1
Ag2O,-3m,Ag,Fm-3m,O,C12/m1
Ag2O3,m-3m,Ag,Fm-3m,O,C12/m1
AgO,-43m,Ag,Fm-3m,O,C12/m1
Ag3P11,m,Ag,Fm-3m,P,P-1
AgP2,2/m,Ag,Fm-3m,P,P-1
Ag3P,4/mmm,Ag,Fm-3m,P,P-1
Ag3Pd,4/mmm,Ag,Fm-3m,Pd,Fm-3m
Ag3Pt,m-3m,Ag,Fm-3m,Pt,Fm-3m
AgPt3,m-3m,Ag,Fm-3m,Pt,Fm-3m
Ag2S,2,Ag,Fm-3m,S,Fddd
Ag2S,mm2,Ag,Fm-3m,S,Fddd
Ag2S,2/m,Ag,Fm-3m,S,Fddd
Ag2S,mmm,Ag,Fm-3m,S,Fddd
Ag2S,2/m,Ag,Fm-3m,S,Fddd
Ag3Sb,mm2,Ag,Fm-3m,Sb,R-3m
Ag2Se,222,Ag,Fm-3m,Se,P121/c1
Ag2Se,222,Ag,Fm-3m,Se,P121/c1
AgSe,-43m,Ag,Fm-3m,Se,P121/c1
Ag2Te,2/m,Ag,Fm-3m,Te,P3121
Ag2Te,mmm,Ag,Fm-3m,Te,P3121
CdAg,m-3m,Cd,P63/mmc,Ag,Fm-3m
CdAs2,422,Cd,P63/mmc,As,R-3m
Cd3As2,m-3m,Cd,P63/mmc,As,R-3m
Cd5Au3,4/mmm,Cd,P63/mmc,Au,Fm-3m
CdAu,mmm,Cd,P63/mmc,Au,Fm-3m
CdAu3,m-3m,Cd,P63/mmc,Au,Fm-3m
CdAu,m-3m,Cd,P63/mmc,Au,Fm-3m
CdAu,3m,Cd,P63/mmc,Au,Fm-3m
CdBr2,6mm,Cd,P63/mmc,Br,Cmca
CdC,m-3m,Cd,P63/mmc,C,P63/mmc
CdC,-43m,Cd,P63/mmc,C,P63/mmc
CdCl2,-3m,Cd,P63/mmc,Cl,Cmca
CdCl2,2/m,Cd,P63/mmc,Cl,Cmca
CdCu2,6/mmm,Cd,P63/mmc,Cu,Fm-3m
CdF2,m-3m,Cd,P63/mmc,F,C12/c1
Cd2Hg,4/mmm,Cd,P63/mmc,Hg,R-3m
CdHg2,4/mmm,Cd,P63/mmc,Hg,R-3m
CdI2,3m,Cd,P63/mmc,I,Cmca
CdI2,-3m,Cd,P63/mmc,I,Cmca
Cd3In,m-3m,Cd,P63/mmc,In,I4/mmm
CdN,m-3m,Cd,P63/mmc,N,P63/mmc
CdN,6/mmm,Cd,P63/mmc,N,P63/mmc
CdN,-6m2,Cd,P63/mmc,N,P63/mmc
CdN,m-3m,Cd,P63/mmc,N,P63/mmc
CdO,m-3m,Cd,P63/mmc,O,C12/m1
CdO,6mm,Cd,P63/mmc,O,C12/m1
CdO2,m-3,Cd,P63/mmc,O,C12/m1
CdP2,mm2,Cd,P63/mmc,P,P-1
CdP4,2/m,Cd,P63/mmc,P,P-1
Cd3P2,m-3m,Cd,P63/mmc,P,P-1
CdPd,4/mmm,Cd,P63/mmc,Pd,Fm-3m
CdPd3,4/mmm,Cd,P63/mmc,Pd,Fm-3m
CdPt,4/mmm,Cd,P63/mmc,Pt,Fm-3m
CdPt3,m-3m,Cd,P63/mmc,Pt,Fm-3m
CdS,6mm,Cd,P63/mmc,S,Fddd
CdS,-43m,Cd,P63/mmc,S,Fddd
CdS,m-3m,Cd,P63/mmc,S,Fddd
CdS,3m,Cd,P63/mmc,S,Fddd
CdSb,mmm,Cd,P63/mmc,Sb,R-3m
CdSe,-43m,Cd,P63/mmc,Se,P121/c1
CdSe,6mm,Cd,P63/mmc,Se,P121/c1
CdSe,m-3m,Cd,P63/mmc,Se,P121/c1
CdTe,-43m,Cd,P63/mmc,Te,P3121
CdTe,6mm,Cd,P63/mmc,Te,P3121
CdTe,mm2,Cd,P63/mmc,Te,P3121
CdTe,32,Cd,P63/mmc,Te,P3121
CdTe,m-3m,Cd,P63/mmc,Te,P3121
CdTe,4/mmm,Cd,P63/mmc,Te,P3121
InAg3,m-3m,In,I4/mmm,Ag,Fm-3m
In2Ag,4/mmm,In,I4/mmm,Ag,Fm-3m
InAs,-43m,In,I4/mmm,As,R-3m
InAs,m-3m,In,I4/mmm,As,R-3m
InAu3,mmm,In,I4/mmm,Au,Fm-3m
In2Au,m-3m,In,I4/mmm,Au,Fm-3m
InBi,4/mmm,In,I4/mmm,Bi,C12/m1
In2Bi,6/mmm,In,I4/mmm,Bi,C12/m1
InBi,-43m,In,I4/mmm,Bi,C12/m1
In2Bi,6/mmm,In,I4/mmm,Bi,C12/m1
InBr,mmm,In,I4/mmm,Br,Cmca
InBr3,2/m,In,I4/mmm,Br,Cmca
InCl3,6/mmm,In,I4/mmm,Cl,Cmca
InCl,mmm,In,I4/mmm,Cl,Cmca
InCl,mm2,In,I4/mmm,Cl,Cmca
In2Co,mmm,In,I4/mmm,Co,P63/mmc
InCu,6/mmm,In,I4/mmm,Cu,Fm-3m
InCu2,6/mmm,In,I4/mmm,Cu,Fm-3m
InI3,2/m,In,I4/mmm,I,Cmca
InI,mmm,In,I4/mmm,I,Cmca
InN,6mm,In,I4/mmm,N,P63/mmc
InN,m-3m,In,I4/mmm,N,P63/mmc
InNi,6/mmm,In,I4/mmm,Ni,Fm-3m
In3Ni2,-3m,In,I4/mmm,Ni,Fm-3m
InNi3,6/mmm,In,I4/mmm,Ni,Fm-3m
InNi3,m-3m,In,I4/mmm,Ni,Fm-3m
InNi,m-3m,In,I4/mmm,Ni,Fm-3m
InNi2,6/mmm,In,I4/mmm,Ni,Fm-3m
In2O3,m-3,In,I4/mmm,O,C12/m1
In2O3,-3m,In,I4/mmm,O,C12/m1
InP,-43m,In,I4/mmm,P,P-1
InP,6mm,In,I4/mmm,P,P-1
InP3,-3m,In,I4/mmm,P,P-1
InP,m-3m,In,I4/mmm,P,P-1
In3Pd2,-3m,In,I4/mmm,Pd,Fm-3m
InPd,m-3m,In,I4/mmm,Pd,Fm-3m
InPd2,mmm,In,I4/mmm,Pd,Fm-3m
InPd3,4/mmm,In,I4/mmm,Pd,Fm-3m
InPd3,m-3m,In,I4/mmm,Pd,Fm-3m
InPd3,4/mmm,In,I4/mmm,Pd,Fm-3m
InPt3,m-3m,In,I4/mmm,Pt,Fm-3m
In2Pt,m-3m,In,I4/mmm,Pt,Fm-3m
InRh,m-3m,In,I4/mmm,Rh,Fm-3m
In2S3,4/mmm,In,I4/mmm,S,Fddd
InS,mmm,In,I4/mmm,S,Fddd
In2S3,-3m,In,I4/mmm,S,Fddd
InSb,-43m,In,I4/mmm,Sb,R-3m
In3Sb,m-3m,In,I4/mmm,Sb,R-3m
InSb,mm2,In,I4/mmm,Sb,R-3m
InSb,m-3m,In,I4/mmm,Sb,R-3m
InSb,m-3m,In,I4/mmm,Sb,R-3m
InSb3,m-3m,In,I4/mmm,Sb,R-3m
InSb3,m-3m,In,I4/mmm,Sb,R-3m
In2Se3,6,In,I4/mmm,Se,P121/c1
InSe,6/mmm,In,I4/mmm,Se,P121/c1
InSe,3m,In,I4/mmm,Se,P121/c1
InSe,2/m,In,I4/mmm,Se,P121/c1
InTe,4/mmm,In,I4/mmm,Te,P3121
InTe,m-3m,In,I4/mmm,Te,P3121
InTe,m-3m,In,I4/mmm,Te,P3121
SnAs,m-3m,Sn,I41/amd,As,R-3m
Sn3As4,-43m,Sn,I41/amd,As,R-3m
SnAs3,m-3m,Sn,I41/amd,As,R-3m
Sn4Au,mmm,Sn,I41/amd,Au,Fm-3m
SnAu,6/mmm,Sn,I41/amd,Au,Fm-3m
Sn2Au,mmm,Sn,I41/amd,Au,Fm-3m
SnAu5,32,Sn,I41/amd,Au,Fm-3m
Sn3B,m-3m,Sn,I41/amd,B,R-3m
Sn3B,m-3m,Sn,I41/amd,B,R-3m
SnBi,mmm,Sn,I41/amd,Bi,C12/m1
SnBi,m-3m,Sn,I41/amd,Bi,C12/m1
SnBr2,mmm,Sn,I41/amd,Br,Cmca
SnC,-43m,Sn,I41/amd,C,P63/mmc
SnC,m-3m,Sn,I41/amd,C,P63/mmc
SnCl2,mmm,Sn,I41/amd,Cl,Cmca
SnCl4,2/m,Sn,I41/amd,Cl,Cmca
SnF3,m-3m,Sn,I41/amd,F,C12/c1
SnF2,422,Sn,I41/amd,F,C12/c1
SnF4,4/mmm,Sn,I41/amd,F,C12/c1
SnGe,3m,Sn,I41/amd,Ge,Fm-3m
SnH4,2/m,Sn,I41/amd,H,P63/mmc
SnI2,2/m,Sn,I41/amd,I,Cmca
SnI2,4/mmm,Sn,I41/amd,I,Cmca
Sn2Ir,m-3m,Sn,I41/amd,Ir,Fm-3m
SnIr,6/mmm,Sn,I41/amd,Ir,Fm-3m
Sn4Ir,4/mmm,Sn,I41/amd,Ir,Fm-3m
Sn7Ir5,4mm,Sn,I41/amd,Ir,Fm-3m
Sn7Ir3,m-3m,Sn,I41/amd,Ir,Fm-3m
Sn2Mo,622,Sn,I41/amd,Mo,Im-3m
SnMo3,m-3m,Sn,I41/amd,Mo,Im-3m
SnO,4/mmm,Sn,I41/amd,O,C12/m1
SnO2,4/mmm,Sn,I41/amd,O,C12/m1
SnO,mmm,Sn,I41/amd,O,C12/m1
SnO2,mmm,Sn,I41/amd,O,C12/m1
SnO2,4/mmm,Sn,I41/amd,O,C12/m1
SnO2,m-3,Sn,I41/amd,O,C12/m1
SnO2,-3m,Sn,I41/amd,O,C12/m1
SnO2,m-3m,Sn,I41/amd,O,C12/m1
SnO,4/mmm,Sn,I41/amd,O,C12/m1
Sn7Os3,m-3m,Sn,I41/amd,Os,P63/mmc
SnP3,-3m,Sn,I41/amd,P,P-1
SnP,m-3m,Sn,I41/amd,P,P-1
SnPb,-6m2,Sn,I41/amd,Pb,Fm-3m
Sn2Pd,4/mmm,Sn,I41/amd,Pd,Fm-3m
SnPd2,mmm,Sn,I41/amd,Pd,Fm-3m
Sn4Pd,mmm,Sn,I41/amd,Pd,Fm-3m
SnPd3,m-3m,Sn,I41/amd,Pd,Fm-3m
SnPd,mmm,Sn,I41/amd,Pd,Fm-3m
Sn3Pd,mmm,Sn,I41/amd,Pd,Fm-3m
SnPt,6/mmm,Sn,I41/amd,Pt,Fm-3m
Sn4Pt,mmm,Sn,I41/amd,Pt,Fm-3m
SnPt3,m-3m,Sn,I41/amd,Pt,Fm-3m
Sn3Pt2,6/mmm,Sn,I41/amd,Pt,Fm-3m
Sn2Pt,m-3m,Sn,I41/amd,Pt,Fm-3m
SnRh2,mmm,Sn,I41/amd,Rh,Fm-3m
SnRh,23,Sn,I41/amd,Rh,Fm-3m
Sn2Rh,4/mmm,Sn,I41/amd,Rh,Fm-3m
Sn7Ru3,m-3m,Sn,I41/amd,Ru,P63/mmc
Sn3Ru2,-42m,Sn,I41/amd,Ru,P63/mmc
Sn2Ru,4/mmm,Sn,I41/amd,Ru,P63/mmc
SnS2,-3m,Sn,I41/amd,S,Fddd
SnS,mmm,Sn,I41/amd,S,Fddd
Sn2S3,mmm,Sn,I41/amd,S,Fddd
SnS,mmm,Sn,I41/amd,S,Fddd
SnS,m-3m,Sn,I41/amd,S,Fddd
SnS,mm2,Sn,I41/amd,S,Fddd
SnS,mm2,Sn,I41/amd,S,Fddd
SnS,-43m,Sn,I41/amd,S,Fddd
SnSb,m-3m,Sn,I41/amd,Sb,R-3m
SnSb,-43m,Sn,I41/amd,Sb,R-3m
SnSe2,-3m,Sn,I41/amd,Se,P121/c1
SnSe,m-3m,Sn,I41/amd,Se,P121/c1
SnSe,mmm,Sn,I41/amd,Se,P121/c1
SnSe,mmm,Sn,I41/amd,Se,P121/c1
SnSe,4/mmm,Sn,I41/amd,Se,P121/c1
SnSe,mmm,Sn,I41/amd,Se,P121/c1
SnTe,m-3m,Sn,I41/amd,Te,P3121
SnTe,m-3m,Sn,I41/amd,Te,P3121
SnTe,-43m,Sn,I41/amd,Te,P3121
SnTe3,m-3m,Sn,I41/amd,Te,P3121
Sb2Au,m-3,Sb,R-3m,Au,Fm-3m
Sb3Au,m-3m,Sb,R-3m,Au,Fm-3m
SbCl5,6/mmm,Sb,R-3m,Cl,Cmca
SbCl3,mmm,Sb,R-3m,Cl,Cmca
SbF5,2/m,Sb,R-3m,F,C12/c1
SbF3,mm2,Sb,R-3m,F,C12/c1
SbI3,-3,Sb,R-3m,I,Cmca
Sb2Ir,2/m,Sb,R-3m,Ir,Fm-3m
Sb3Ir,m-3,Sb,R-3m,Ir,Fm-3m
SbIr,6/mmm,Sb,R-3m,Ir,Fm-3m
Sb7Mo3,m-3m,Sb,R-3m,Mo,Im-3m
SbN,m-3m,Sb,R-3m,N,P63/mmc
Sb2O5,2/m,Sb,R-3m,O,C12/m1
SbO2,mm2,Sb,R-3m,O,C12/m1
Sb2O3,mmm,Sb,R-3m,O,C12/m1
SbO2,2/m,Sb,R-3m,O,C12/m1
Sb6O13,2/m,Sb,R-3m,O,C12/m1
SbO2,mmm,Sb,R-3m,O,C12/m1
SbO2,-3m,Sb,R-3m,O,C12/m1
Sb2Os,mmm,Sb,R-3m,Os,P63/mmc
Sb3Pb,6/mmm,Sb,R-3m,Pb,Fm-3m
Sb7Pd20,-3,Sb,R-3m,Pd,Fm-3m
Sb2Pd,m-3,Sb,R-3m,Pd,Fm-3m
SbPd,6/mmm,Sb,R-3m,Pd,Fm-3m
Sb2Pd5,6mm,Sb,R-3m,Pd,Fm-3m
SbPd2,mm2,Sb,R-3m,Pd,Fm-3m
SbPd3,m-3m,Sb,R-3m,Pd,Fm-3m
Sb2Pt3,mmm,Sb,R-3m,Pt,Fm-3m
SbPt,6/mmm,Sb,R-3m,Pt,Fm-3m
Sb2Pt,m-3,Sb,R-3m,Pt,Fm-3m
SbPt7,m-3m,Sb,R-3m,Pt,Fm-3m
SbPt3,m-3m,Sb,R-3m,Pt,Fm-3m
Sb2Rh,2/m,Sb,R-3m,Rh,Fm-3m
SbRh2,mmm,Sb,R-3m,Rh,Fm-3m
SbRh,mmm,Sb,R-3m,Rh,Fm-3m
Sb3Rh,m-3,Sb,R-3m,Rh,Fm-3m
SbRh3,m-3m,Sb,R-3m,Rh,Fm-3m
Sb2Ru,mmm,Sb,R-3m,Ru,P63/mmc
SbRu,mmm,Sb,R-3m,Ru,P63/mmc
Sb2S3,mmm,Sb,R-3m,S,Fddd
Sb2Se3,mmm,Sb,R-3m,Se,P121/c1
Sb2Te3,-3m,Sb,R-3m,Te,P3121
Sb2Te,-3m,Sb,R-3m,Te,P3121
Te3As2,2/m,Te,P3121,As,R-3m
TeAs,m-3m,Te,P3121,As,R-3m
TeBr2,4/mmm,Te,P3121,Br,Cmca
TeF4,222,Te,P3121,F,C12/c1
Te2Ir,2/m,Te,P3121,Ir,Fm-3m
Te2Ir,-3m,Te,P3121,Ir,Fm-3m
Te2Ir,m-3,Te,P3121,Ir,Fm-3m
TeIr,6/mmm,Te,P3121,Ir,Fm-3m
Te4Mo3,-3,Te,P3121,Mo,Im-3m
Te2Mo,6/mmm,Te,P3121,Mo,Im-3m
Te2Mo,2/m,Te,P3121,Mo,Im-3m
TeO2,mmm,Te,P3121,O,C12/m1
Te2O5,2,Te,P3121,O,C12/m1
TeO2,422,Te,P3121,O,C12/m1
TeO2,422,Te,P3121,O,C12/m1
TeO2,222,Te,P3121,O,C12/m1
TeO3,-3m,Te,P3121,O,C12/m1
TeO2,4/mmm,Te,P3121,O,C12/m1
TeO3,6/mmm,Te,P3121,O,C12/m1
Te2Os,m-3,Te,P3121,Os,P63/mmc
TePb,m-3m,Te,P3121,Pb,Fm-3m
TePb,mmm,Te,P3121,Pb,Fm-3m
TePb,m-3m,Te,P3121,Pb,Fm-3m
Te2Pd,-3m,Te,P3121,Pd,Fm-3m
TePd,6/mmm,Te,P3121,Pd,Fm-3m
Te2Pd3,mmm,Te,P3121,Pd,Fm-3m
TePd3,4/mmm,Te,P3121,Pd,Fm-3m
TePt,-3m,Te,P3121,Pt,Fm-3m
Te2Pt,-3m,Te,P3121,Pt,Fm-3m
Te4Pt3,-3m,Te,P3121,Pt,Fm-3m
Te2Rh,m-3,Te,P3121,Rh,Fm-3m
Te2Rh3,mmm,Te,P3121,Rh,Fm-3m
TeRh,6/mmm,Te,P3121,Rh,Fm-3m
Te2Ru,m-3,Te,P3121,Ru,P63/mmc
Te2W,mm2,Te,P3121,W,Im-3m
IBr,mmm,I,Cmca,Br,Cmca
ICl2,4/mmm,I,Cmca,Cl,Cmca
IN3,-1,I,Cmca,N,P63/mmc
CsAu,m-3m,Cs,Im-3m,Au,Fm-3m
CsBi2,m-3m,Cs,Im-3m,Bi,C12/m1
CsBr,m-3m,Cs,Im-3m,Br,Cmca
CsCa3,4/mmm,Cs,Im-3m,Ca,Fm-3m
CsCl,m-3m,Cs,Im-3m,Cl,Cmca
CsCl,m-3m,Cs,Im-3m,Cl,Cmca
CsF,m-3m,Cs,Im-3m,F,C12/c1
CsH,m-3m,Cs,Im-3m,H,P63/mmc
CsI4,2/m,Cs,Im-3m,I,Cmca
CsI,m-3m,Cs,Im-3m,I,Cmca
CsI3,mmm,Cs,Im-3m,I,Cmca
CsIr,4/mmm,Cs,Im-3m,Ir,Fm-3m
CsN3,4/mmm,Cs,Im-3m,N,P63/mmc
CsO2,4/mmm,Cs,Im-3m,O,C12/m1
Cs2O,-3m,Cs,Im-3m,O,C12/m1
Cs2Pt,6/mmm,Cs,Im-3m,Pt,Fm-3m
Cs2Se,m-3m,Cs,Im-3m,Se,P121/c1
BaAg5,6/mmm,Ba,Im-3m,Ag,Fm-3m
BaAl4,4/mmm,Ba,Im-3m,Al,Fm-3m
BaAl2,m-3m,Ba,Im-3m,Al,Fm-3m
Ba2As,4/mmm,Ba,Im-3m,As,R-3m
BaAu2,6/mmm,Ba,Im-3m,Au,Fm-3m
BaAu5,6/mmm,Ba,Im-3m,Au,Fm-3m
BaAu,mmm,Ba,Im-3m,Au,Fm-3m
Ba4Bi3,-43m,Ba,Im-3m,Bi,C12/m1
Ba5Bi3,6/mmm,Ba,Im-3m,Bi,C12/m1
BaBi3,m-3m,Ba,Im-3m,Bi,C12/m1
Ba3Bi2,m-3m,Ba,Im-3m,Bi,C12/m1
BaBr2,mmm,Ba,Im-3m,Br,Cmca
BaC2,2/m,Ba,Im-3m,C,P63/mmc
BaC2,4/mmm,Ba,Im-3m,C,P63/mmc
BaC,m-3m,Ba,Im-3m,C,P63/mmc
BaCd2,mmm,Ba,Im-3m,Cd,P63/mmc
Ba2Cd,4/mmm,Ba,Im-3m,Cd,P63/mmc
BaCd,m-3m,Ba,Im-3m,Cd,P63/mmc
BaCl2,m-3m,Ba,Im-3m,Cl,Cmca
BaCu,6/mmm,Ba,Im-3m,Cu,Fm-3m
BaF2,m-3m,Ba,Im-3m,F,C12/c1
BaGa2,6/mmm,Ba,Im-3m,Ga,Cmca
BaGa4,4/mmm,Ba,Im-3m,Ga,Cmca
BaGe,mmm,Ba,Im-3m,Ge,Fm-3m
BaGe2,4/mmm,Ba,Im-3m,Ge,Fm-3m
BaH2,mmm,Ba,Im-3m,H,P63/mmc
Ba2Hg,4/mmm,Ba,Im-3m,Hg,R-3m
BaHg2,6/mmm,Ba,Im-3m,Hg,R-3m
BaI2,mmm,Ba,Im-3m,I,Cmca
BaI2,-6m2,Ba,Im-3m,I,Cmca
BaIn4,4/mmm,Ba,Im-3m,In,I4/mmm
BaMg2,6/mmm,Ba,Im-3m,Mg,P63/mmc
Ba3N,6/mmm,Ba,Im-3m,N,P63/mmc
Ba3N2,m-3m,Ba,Im-3m,N,P63/mmc
BaNa2,6/mmm,Ba,Im-3m,Na,Im-3m
BaO2,4/mmm,Ba,Im-3m,O,C12/m1
BaO,m-3m,Ba,Im-3m,O,C12/m1
BaO,6/mmm,Ba,Im-3m,O,C12/m1
BaO2,mmm,Ba,Im-3m,O,C12/m1
BaPb,mmm,Ba,Im-3m,Pb,Fm-3m
BaPd2,m-3m,Ba,Im-3m,Pd,Fm-3m
BaPd5,6/mmm,Ba,Im-3m,Pd,Fm-3m
BaPt5,6/mmm,Ba,Im-3m,Pt,Fm-3m
BaPt,6/mmm,Ba,Im-3m,Pt,Fm-3m
BaPt2,m-3m,Ba,Im-3m,Pt,Fm-3m
BaRh2,m-3m,Ba,Im-3m,Rh,Fm-3m
BaS3,-42m,Ba,Im-3m,S,Fddd
BaS,m-3m,Ba,Im-3m,S,Fddd
Ba2S3,4mm,Ba,Im-3m,S,Fddd
BaSb3,2/m,Ba,Im-3m,Sb,R-3m
BaSb2,2/m,Ba,Im-3m,Sb,R-3m
Ba3Sb2,m-3m,Ba,Im-3m,Sb,R-3m
BaSe2,2/m,Ba,Im-3m,Se,P121/c1
BaSe,m-3m,Ba,Im-3m,Se,P121/c1
BaSe,m-3m,Ba,Im-3m,Se,P121/c1
BaSi2,mmm,Ba,Im-3m,Si,Fd-3m
BaSi,mmm,Ba,Im-3m,Si,Fd-3m
BaSi2,432,Ba,Im-3m,Si,Fd-3m
BaSi2,-3m,Ba,Im-3m,Si,Fd-3m
BaSi2,6/mmm,Ba,Im-3m,Si,Fd-3m
BaSi2,4/mmm,Ba,Im-3m,Si,Fd-3m
BaSn2,-3m,Ba,Im-3m,Sn,I41/amd
BaSn,mmm,Ba,Im-3m,Sn,I41/amd
BaSn5,6/mmm,Ba,Im-3m,Sn,I41/amd
BaSr3,6/mmm,Ba,Im-3m,Sr,Fm-3m
BaTe,m-3m,Ba,Im-3m,Te,P3121
BaTe2,4/mmm,Ba,Im-3m,Te,P3121
BaTe,m-3m,Ba,Im-3m,Te,P3121
Ba3Te,6/mmm,Ba,Im-3m,Te,P3121
BaTh3,4/mmm,Ba,Im-3m,Th,Fm-3m
BaTl2,6/mmm,Ba,Im-3m,Tl,P63/mmc
